episode,0, randomSeed,0, time,0
episode,40, randomSeed,6, time,4372
episode,40, randomSeed,7, time,4594
episode,40, randomSeed,8, time,4587
episode,40, randomSeed,9, time,4496
episode,41, randomSeed,0, time,4468
episode,41, randomSeed,1, time,4360
episode,41, randomSeed,2, time,4611
episode,41, randomSeed,3, time,4392
episode,41, randomSeed,4, time,4610
episode,41, randomSeed,5, time,4575
episode,41, randomSeed,6, time,4410
episode,41, randomSeed,7, time,4635
episode,41, randomSeed,8, time,4622
episode,41, randomSeed,9, time,4529
episode,42, randomSeed,0, time,4489
episode,42, randomSeed,1, time,4383
episode,42, randomSeed,2, time,4619
episode,42, randomSeed,3, time,4413
episode,42, randomSeed,4, time,4681
episode,42, randomSeed,5, time,4610
episode,42, randomSeed,6, time,4440
episode,42, randomSeed,7, time,4670
episode,42, randomSeed,8, time,4664
episode,42, randomSeed,9, time,4540
episode,43, randomSeed,0, time,4516
episode,43, randomSeed,1, time,4418
episode,43, randomSeed,2, time,4679
episode,43, randomSeed,3, time,4470
episode,43, randomSeed,4, time,4714
episode,43, randomSeed,5, time,4632
episode,43, randomSeed,6, time,4458
episode,43, randomSeed,7, time,4683
episode,43, randomSeed,8, time,4698
episode,43, randomSeed,9, time,4558
episode,44, randomSeed,0, time,4619
episode,44, randomSeed,1, time,4498
episode,44, randomSeed,2, time,4700
episode,44, randomSeed,3, time,4496
episode,44, randomSeed,4, time,4731
episode,44, randomSeed,5, time,4644
episode,44, randomSeed,6, time,4510
episode,44, randomSeed,7, time,4726
episode,44, randomSeed,8, time,4723
episode,44, randomSeed,9, time,4573
episode,45, randomSeed,0, time,4646
episode,45, randomSeed,1, time,4540
episode,45, randomSeed,2, time,4726
episode,45, randomSeed,3, time,4565
episode,45, randomSeed,4, time,4770
episode,45, randomSeed,5, time,4664
episode,45, randomSeed,6, time,4534
episode,45, randomSeed,7, time,4766
episode,45, randomSeed,8, time,4782
episode,45, randomSeed,9, time,4592
episode,46, randomSeed,0, time,4673
episode,46, randomSeed,1, time,4680
episode,46, randomSeed,2, time,4745
episode,46, randomSeed,3, time,4610
episode,46, randomSeed,4, time,4827
episode,46, randomSeed,5, time,4688
episode,46, randomSeed,6, time,4563
episode,46, randomSeed,7, time,4776
episode,46, randomSeed,8, time,4832
episode,46, randomSeed,9, time,4649
episode,47, randomSeed,0, time,4686
episode,47, randomSeed,1, time,4707
episode,47, randomSeed,2, time,4793
episode,47, randomSeed,3, time,4652
episode,47, randomSeed,4, time,4843
episode,47, randomSeed,5, time,4705
episode,47, randomSeed,6, time,4580
episode,47, randomSeed,7, time,4806
episode,47, randomSeed,8, time,4943
episode,47, randomSeed,9, time,4704
episode,48, randomSeed,0, time,4713
episode,48, randomSeed,1, time,4745
episode,48, randomSeed,2, time,4820
episode,48, randomSeed,3, time,4693
episode,48, randomSeed,4, time,4897
episode,48, randomSeed,5, time,4755
episode,48, randomSeed,6, time,4588
episode,48, randomSeed,7, time,4815
episode,48, randomSeed,8, time,4970
episode,48, randomSeed,9, time,4837
episode,49, randomSeed,0, time,4762
episode,49, randomSeed,1, time,4764
episode,49, randomSeed,2, time,4852
episode,49, randomSeed,3, time,4734
episode,49, randomSeed,4, time,4910
episode,49, randomSeed,5, time,4765
episode,49, randomSeed,6, time,4637
episode,49, randomSeed,7, time,4879
episode,49, randomSeed,8, time,5060
episode,49, randomSeed,9, time,4888
episode,50, randomSeed,0, time,4854
episode,50, randomSeed,1, time,4891
episode,50, randomSeed,2, time,4880
episode,50, randomSeed,3, time,4852
episode,50, randomSeed,4, time,4938
episode,50, randomSeed,5, time,4817
episode,50, randomSeed,6, time,4719
episode,50, randomSeed,7, time,4910
episode,50, randomSeed,8, time,5072
episode,50, randomSeed,9, time,4931
episode,51, randomSeed,0, time,4890
episode,51, randomSeed,1, time,4899
episode,51, randomSeed,2, time,4892
episode,51, randomSeed,3, time,4863
episode,51, randomSeed,4, time,4951
episode,51, randomSeed,5, time,4843
episode,51, randomSeed,6, time,4755
episode,51, randomSeed,7, time,4933
episode,51, randomSeed,8, time,5145
episode,51, randomSeed,9, time,4946
episode,52, randomSeed,0, time,5017
episode,52, randomSeed,1, time,4922
episode,52, randomSeed,2, time,4925
episode,52, randomSeed,3, time,4883
episode,52, randomSeed,4, time,4999
episode,52, randomSeed,5, time,4869
episode,52, randomSeed,6, time,4832
episode,52, randomSeed,7, time,5052
episode,52, randomSeed,8, time,5197
episode,52, randomSeed,9, time,4964
episode,53, randomSeed,0, time,5034
episode,53, randomSeed,1, time,4943
episode,53, randomSeed,2, time,4970
episode,53, randomSeed,3, time,4896
episode,53, randomSeed,4, time,5017
episode,53, randomSeed,5, time,4884
episode,53, randomSeed,6, time,4870
episode,53, randomSeed,7, time,5074
episode,53, randomSeed,8, time,5262
episode,53, randomSeed,9, time,5001
episode,54, randomSeed,0, time,5057
episode,54, randomSeed,1, time,5003
episode,54, randomSeed,2, time,4998
episode,54, randomSeed,3, time,4905
episode,54, randomSeed,4, time,5075
episode,54, randomSeed,5, time,4950
episode,54, randomSeed,6, time,4883
episode,54, randomSeed,7, time,5173
episode,54, randomSeed,8, time,5285
episode,54, randomSeed,9, time,5019
episode,55, randomSeed,0, time,5097
episode,55, randomSeed,1, time,5026
episode,55, randomSeed,2, time,5054
episode,55, randomSeed,3, time,4968
episode,55, randomSeed,4, time,5094
episode,55, randomSeed,5, time,4971
episode,55, randomSeed,6, time,4909
episode,55, randomSeed,7, time,5180
episode,55, randomSeed,8, time,5308
episode,55, randomSeed,9, time,5040
episode,56, randomSeed,0, time,5142
episode,56, randomSeed,1, time,5089
episode,56, randomSeed,2, time,5071
episode,56, randomSeed,3, time,4977
episode,56, randomSeed,4, time,5122
episode,56, randomSeed,5, time,4983
episode,56, randomSeed,6, time,5003
episode,56, randomSeed,7, time,5211
episode,56, randomSeed,8, time,5342
episode,56, randomSeed,9, time,5066
episode,57, randomSeed,0, time,5219
episode,57, randomSeed,1, time,5112
episode,57, randomSeed,2, time,5093
episode,57, randomSeed,3, time,5037
episode,57, randomSeed,4, time,5146
episode,57, randomSeed,5, time,4992
episode,57, randomSeed,6, time,5045
episode,57, randomSeed,7, time,5235
episode,57, randomSeed,8, time,5360
episode,57, randomSeed,9, time,5084
episode,58, randomSeed,0, time,5256
episode,58, randomSeed,1, time,5121
episode,58, randomSeed,2, time,5110
episode,58, randomSeed,3, time,5044
episode,58, randomSeed,4, time,5189
episode,58, randomSeed,5, time,5011
episode,58, randomSeed,6, time,5082
episode,58, randomSeed,7, time,5254
episode,58, randomSeed,8, time,5392
episode,58, randomSeed,9, time,5104
episode,59, randomSeed,0, time,5314
episode,59, randomSeed,1, time,5191
episode,59, randomSeed,2, time,5127
episode,59, randomSeed,3, time,5057
episode,59, randomSeed,4, time,5232
episode,59, randomSeed,5, time,5019
episode,59, randomSeed,6, time,5116
episode,59, randomSeed,7, time,5329
episode,59, randomSeed,8, time,5417
episode,59, randomSeed,9, time,5126
episode,60, randomSeed,0, time,5343
episode,60, randomSeed,1, time,5224
episode,60, randomSeed,2, time,5158
episode,60, randomSeed,3, time,5071
episode,60, randomSeed,4, time,5272
episode,60, randomSeed,5, time,5039
episode,60, randomSeed,6, time,5144
episode,60, randomSeed,7, time,5344
episode,60, randomSeed,8, time,5460
episode,60, randomSeed,9, time,5140
episode,61, randomSeed,0, time,5364
episode,61, randomSeed,1, time,5255
episode,61, randomSeed,2, time,5239
episode,61, randomSeed,3, time,5107
episode,61, randomSeed,4, time,5303
episode,61, randomSeed,5, time,5047
episode,61, randomSeed,6, time,5231
episode,61, randomSeed,7, time,5385
episode,61, randomSeed,8, time,5490
episode,61, randomSeed,9, time,5170
episode,62, randomSeed,0, time,5373
episode,62, randomSeed,1, time,5330
episode,62, randomSeed,2, time,5284
episode,62, randomSeed,3, time,5141
episode,62, randomSeed,4, time,5387
episode,62, randomSeed,5, time,5056
episode,62, randomSeed,6, time,5258
episode,62, randomSeed,7, time,5429
episode,62, randomSeed,8, time,5517
episode,62, randomSeed,9, time,5203
episode,63, randomSeed,0, time,5451
episode,63, randomSeed,1, time,5339
episode,63, randomSeed,2, time,5383
episode,63, randomSeed,3, time,5225
episode,63, randomSeed,4, time,5422
episode,63, randomSeed,5, time,5094
episode,63, randomSeed,6, time,5305
episode,63, randomSeed,7, time,5454
episode,63, randomSeed,8, time,5543
episode,63, randomSeed,9, time,5223
episode,64, randomSeed,0, time,5462
episode,64, randomSeed,1, time,5349
episode,64, randomSeed,2, time,5454
episode,64, randomSeed,3, time,5233
episode,64, randomSeed,4, time,5494
episode,64, randomSeed,5, time,5179
episode,64, randomSeed,6, time,5321
episode,64, randomSeed,7, time,5484
episode,64, randomSeed,8, time,5579
episode,64, randomSeed,9, time,5277
episode,65, randomSeed,0, time,5510
episode,65, randomSeed,1, time,5378
episode,65, randomSeed,2, time,5463
episode,65, randomSeed,3, time,5261
episode,65, randomSeed,4, time,5542
episode,65, randomSeed,5, time,5200
episode,65, randomSeed,6, time,5331
episode,65, randomSeed,7, time,5526
episode,65, randomSeed,8, time,5627
episode,65, randomSeed,9, time,5299
episode,66, randomSeed,0, time,5532
episode,66, randomSeed,1, time,5395
episode,66, randomSeed,2, time,5519
episode,66, randomSeed,3, time,5270
episode,66, randomSeed,4, time,5632
episode,66, randomSeed,5, time,5210
episode,66, randomSeed,6, time,5390
episode,66, randomSeed,7, time,5560
episode,66, randomSeed,8, time,5644
episode,66, randomSeed,9, time,5332
episode,67, randomSeed,0, time,5545
episode,67, randomSeed,1, time,5407
episode,67, randomSeed,2, time,5555
episode,67, randomSeed,3, time,5290
episode,67, randomSeed,4, time,5689
episode,67, randomSeed,5, time,5228
episode,67, randomSeed,6, time,5397
episode,67, randomSeed,7, time,5621
episode,67, randomSeed,8, time,5670
episode,67, randomSeed,9, time,5340
episode,68, randomSeed,0, time,5560
episode,68, randomSeed,1, time,5458
episode,68, randomSeed,2, time,5568
episode,68, randomSeed,3, time,5332
episode,68, randomSeed,4, time,5714
episode,68, randomSeed,5, time,5291
episode,68, randomSeed,6, time,5409
episode,68, randomSeed,7, time,5635
episode,68, randomSeed,8, time,5689
episode,68, randomSeed,9, time,5369
episode,69, randomSeed,0, time,5598
episode,69, randomSeed,1, time,5624
episode,69, randomSeed,2, time,5581
episode,69, randomSeed,3, time,5340
episode,69, randomSeed,4, time,5743
episode,69, randomSeed,5, time,5436
episode,69, randomSeed,6, time,5499
episode,69, randomSeed,7, time,5721
episode,69, randomSeed,8, time,5703
episode,69, randomSeed,9, time,5399
episode,70, randomSeed,0, time,5626
episode,70, randomSeed,1, time,5634
episode,70, randomSeed,2, time,5625
episode,70, randomSeed,3, time,5364
episode,70, randomSeed,4, time,5793
episode,70, randomSeed,5, time,5449
episode,70, randomSeed,6, time,5519
episode,70, randomSeed,7, time,5729
episode,70, randomSeed,8, time,5721
episode,70, randomSeed,9, time,5412
episode,71, randomSeed,0, time,5634
episode,71, randomSeed,1, time,5657
episode,71, randomSeed,2, time,5637
episode,71, randomSeed,3, time,5404
episode,71, randomSeed,4, time,5807
episode,71, randomSeed,5, time,5460
episode,71, randomSeed,6, time,5544
episode,71, randomSeed,7, time,5776
episode,71, randomSeed,8, time,5729
episode,71, randomSeed,9, time,5419
episode,72, randomSeed,0, time,5654
episode,72, randomSeed,1, time,5664
episode,72, randomSeed,2, time,5658
episode,72, randomSeed,3, time,5430
episode,72, randomSeed,4, time,5841
episode,72, randomSeed,5, time,5488
episode,72, randomSeed,6, time,5690
episode,72, randomSeed,7, time,5785
episode,72, randomSeed,8, time,5746
episode,72, randomSeed,9, time,5442
episode,73, randomSeed,0, time,5678
episode,73, randomSeed,1, time,5684
episode,73, randomSeed,2, time,5681
episode,73, randomSeed,3, time,5441
episode,73, randomSeed,4, time,5886
episode,73, randomSeed,5, time,5544
episode,73, randomSeed,6, time,5700
episode,73, randomSeed,7, time,5809
episode,73, randomSeed,8, time,5785
episode,73, randomSeed,9, time,5484
episode,74, randomSeed,0, time,5685
episode,74, randomSeed,1, time,5693
episode,74, randomSeed,2, time,5702
episode,74, randomSeed,3, time,5461
episode,74, randomSeed,4, time,5940
episode,74, randomSeed,5, time,5573
episode,74, randomSeed,6, time,5720
episode,74, randomSeed,7, time,5838
episode,74, randomSeed,8, time,5823
episode,74, randomSeed,9, time,5492
episode,75, randomSeed,0, time,5702
episode,75, randomSeed,1, time,5707
episode,75, randomSeed,2, time,5712
episode,75, randomSeed,3, time,5506
episode,75, randomSeed,4, time,6019
episode,75, randomSeed,5, time,5581
episode,75, randomSeed,6, time,5751
episode,75, randomSeed,7, time,5852
episode,75, randomSeed,8, time,5830
episode,75, randomSeed,9, time,5520
episode,76, randomSeed,0, time,5709
episode,76, randomSeed,1, time,5727
episode,76, randomSeed,2, time,5722
episode,76, randomSeed,3, time,5560
episode,76, randomSeed,4, time,6030
episode,76, randomSeed,5, time,5592
episode,76, randomSeed,6, time,5791
episode,76, randomSeed,7, time,5873
episode,76, randomSeed,8, time,5861
episode,76, randomSeed,9, time,5531
episode,77, randomSeed,0, time,5721
episode,77, randomSeed,1, time,5744
episode,77, randomSeed,2, time,5732
episode,77, randomSeed,3, time,5604
episode,77, randomSeed,4, time,6056
episode,77, randomSeed,5, time,5612
episode,77, randomSeed,6, time,5824
